content,author,label
PKP zarządza dzisiaj niespełna 19 tys. km linii kolejowych.,Mateusz Morawiecki,Prawda
20% sołectw w Polsce nie ma transportu publicznego.,Robert Biedroń,Prawda
"Mówimy o renesansie kolei, mówiąc o 300 mln pasażerów, ale tak naprawdę wchodzimy na poziom, który mieliśmy w 2002 r., który był na poziomie ponad 330 mln pasażerów.",Piotr Malepszak,Fałsz
"Paliwo lotnicze, w odróżnieniu od innych rodzajów paliwa, nie jest obłożone akcyzą ani VAT-em, przez co linie lotnicze mogą łatwiej konkurować z innymi przewoźnikami.",Maciej Józefowicz,Prawda
"Dopłacamy 8,5 mld rocznie do tego przemysłu.",Beata Maciejewska,Manipulacja
"Prezydencki minister Andrzej Dera w rozmowie z K.Piaseckim nie wierzy, że jest kraj w UE bez deficytu budżetowego. Otóż takich państw z nadwyżką w sektorze finansów publicznych w ubiegłym roku było 13.",Leszek Miller,Prawda
"Co więcej, jeśli nie zaczniemy zwiększać udziału odnawialnych źródeł energii (OZE) w naszym miksie energetycznym, to już w 2020 roku będziemy musieli zapłacić 8 mld zł kary.",Beata Maciejewska,Manipulacja
"Szef resortu energetyki, minister Tchórzewski, przy okazji prezentacji planów dotyczących budowy elektrowni w Ostrołęce, mówił, że dziennie przyjadą tam 4 składy, po 70 wagonów węgla i to będzie spalane w tej elektrowni, będzie to wielki sukces…",Beata Maciejewska,Prawda
"We wszystkich krajach, w których zalegalizowano tak zwane małżeństwa homoseksualne, naturalną konsekwencją tego było przyznanie tym parom prawa do adopcji, zarówno z prawnego, jak i z moralnego punktu widzenia.",Jarosław Gowin,Prawda
"Prawo oświatowe przewiduje, że jeżeli nawet jakieś zajęcia były organizowane w szkole przez jakąś inną na przykład organizację czy osobę, to musi podlegać to zgodzie dyrekcji szkoły za zgodą Rady Rodziców.",Adam Bodnar,Prawda
Parlament Europejski (…) w poprzedniej kadencji prawie 250 razy wypowiadał się w sprawie LGBT.,Patryk Jaki,Prawda
"Edukacja (seksualna – przyp. Demagog) jest dobrowolna, jeżeli ktoś nie będzie chciał posyłać dzieci, nie musi.",Rafał Trzaskowski,Prawda
"(Trzaskowski – przyp. Demagog) zdecydowanie wyszedł poza rolę. (…) Kwestie związane z programem nauczania są w wyłącznej kompetencji Ministerstwa Edukacji Narodowej i tej administracji zespolonej w terenie, czyli w kuratoriach oświaty.",Tomasz Rzymkowski,Manipulacja
"(…) W dalszym ciągu Polsce nie udało się uzyskać wyniku, jeśli chodzi o inwestycje, nawet z roku 2015. (…) W 2018 będzie to około 18%.",Katarzyna Lubnauer,Prawda
"W 2013, ’14, ’15, za PO i PSL-u nie było w ogóle podwyżek (dla nauczycieli – przyp. red.)",Paweł Szefernaker,Prawda
"Ponad 50% szkół nie zdecydowało się na przystąpienie do strajku i ponad 70% przedszkoli, 72%. Pan przewodniczący Broniarz podaje zupełnie inne dane.",Joanna Borowiak,Manipulacja
"I ten program (500+ – przyp. red.) też jest doceniany w Europie, na świecie, bo też przykłady w innych krajach są, że ten program też jest przejmowany od nas",Stanisław Szwed,Prawda
"W tej chwili mamy taką sytuację, że jeżeli ktoś jest nauczycielem mianowanym, no to praktycznie, nawet jeżeli okazuje się, że nie sprawdza się jako nauczyciel, to nie można go zwolnić.",Katarzyna Lubnauer,Nieweryfikowalne
"A dlaczego pan nie mówi o okresie 2008–12, kiedy nauczyciele uzyskali w tym czasie 50% podwyżki, tylko zaczyna pan od dwunastego? W piętnastym, szesnastym także nie było (podwyżek dla nauczycieli – przyp. red.)",Piotr Zgorzelski,Prawda
W 2018 roku urodziło się więcej dzieci niż przewidywał np. GUS.,Beata Szydło,Prawda
PiS z radością sprowadza węgiel z Donbasu.,Adrian Zandberg,Fałsz
Ponad połowa Polaków (…) nie chce wejścia do strefy euro.,Krzysztof Bosak,Prawda
"Te sprawy nadużyć seksualnych (…) wśród duchownych, to tak naprawdę przypadki pedofilii są niezwykle rzadkie. To z czym mamy do czynienia, no to mamy do czynienia z homoseksualizmem, po prostu. Są te badania, zresztą powtórzone kilkakrotnie, episkopatu amerykańskiego, są też chyba niemieckiego i wszędzie się powtarza to samo – ponad 80% przypadków owych nadużyć dotyczy chłopców w wieku od 12 tam do 17 lat. No to przepraszam bardzo, co to jest za pedofilia? To nie jest żadna pedofilia! To jest pederastia po prostu!",Ryszard Legutko,Fałsz
"Nie ma potrzeby, żeby ponad 20 górników rocznie ginęło w kopalniach.",Krzysztof Śmiszek,Prawda
My mamy dzisiaj wzrost gospodarczy trzykrotnie większy niż w strefie euro.,Jadwiga Wiśniewska,Fałsz
To dziś Polska jest liderem wzrostu gospodarczego.,Jadwiga Wiśniewska,Fałsz
"Jeżeli dokładnie przeczytamy traktat (z Lizbony – przyp. Demagog), który to traktat rząd polski zaakceptował, tam wyraźnie jest powiedziane, że wszystko, co dotyczy kwestii rodzin, jest w kompetencji państw członkowskich.",Jan Olbrycht,Prawda
"Nie wiem czy państwo wiedzą, że Parlament Europejski nie ma inicjatywy ustawodawczej.",Paweł Kukiz,Prawda
"W roku 17’ i 18’ importowaliśmy kolejno 15 i 18 mln ton, nigdy nie importowaliśmy tak dużo węgla (…) jak właśnie w tej chwili",Krzysztof Bosak,Manipulacja
50 tysięcy osób rocznie umiera z powodu spalania węgla.,Krzysztof Śmiszek,Manipulacja
"Już nie mówię nawet o Stanach Zjednoczonych, gdzie sześć razy więcej pieniędzy jest przekazywanych na onkologię, nie mówię nawet o Francji i Wielkiej Brytanii, czyli krajach Unii, gdzie się przeznacza trzy razy więcej pieniędzy, ale wystarczy powiedzieć o Czechach, gdzie się przeznacza dwa razy pieniędzy na onkologię.",Grzegorz Lipiec,Prawda
"“Co do towarów podwójnej jakości, gorszej jakości, to myśmy również składali projekt uchwały w tej kwestii, również PiS wywalił to do kosza.”",Paweł Kukiz,Manipulacja
"Mamy niesamowite wielkości pokładów węgla, zwłaszcza głębokich pokładów, które wynoszą ok. 500 mld ton.",Jacek Wilk,Fałsz
Prawnicy twitterowi poruszeni brakiem nowelizacji art. 240kk w przyjętym projekcie Bo karanie za niezgłaszanie pedofilii wprowadził nasz obóz w 2017 roku (inicjatuwa Prezydenta @AndrzejDuda). Wcześniej w 240 nie było pedofilii (PO nigdy nie wpadła na taki pomysł) https://t.co/Bvu6JUmsyv— Sebastian Kaleta (@sjkaleta) 14 maja 2019,Sebastian Kaleta,Manipulacja
"Jak wskazują dane z Krajowego Rejestru Nowotworów, liczba zachorowań na nowotwory złośliwe w Polsce w ciągu ostatnich trzech dekad wzrosła ponad dwukrotnie. W 2015 r. choroba ta była przyczyną śmierci ok. 100 tys. naszych rodaków.",Małgorzata Zwiercan,Prawda
W ciągu roku 564 godziny [spędzone przy tablicy] i to jest najniższa liczba godzin spędzonych przy tablicy spośród nauczycieli skupionych w OECD (…) Średnia jest 778 godzin.,Michał Dworczyk,Prawda
"Nareszcie są wyniki budżetu za 4 m-ce.Dochody z VAT spadły (!) o 300 mln zł,choć biorąc pod uwagę wzrost PKB, powinny wzrosnąć o ok. 3,5 mld zł.Wygląda na to,że skończyło się uszczelnianie,a zaczęło rozszczelnianie.Ale na pewno pos.Horała znajdzie winnego.Chyba nawet wiem kogo…— Marek Borowski (@MarekBorowski) 29 maja 2019",Marek Borowski,Fałsz
"Wg IMF polska gospodarka po raz pierwszy w historii jest wieksza od szwedzkiej, nasz PKB to 586 mld US, Szwecji 551. Rozwój jest dla nas najważniejszy. Pod rządami @pisorgpl idziemy w dobrym kierunku. To pomaga polskim rodzinom.— Beata Szydło (@BeataSzydlo) May 14, 2019",Beata Szydło,Manipulacja
"4,7 procent wzrostu PKB w I kwartale 2019 roku przybliża nas do całorocznego wyniku wyższego niż dotychczasowe prognozy i przewidywania. Wzrost inwestycji o 12,6 procent, a inwestycji przedsiębiorstw o 21,7 buduje solidne podstawy dynamiki PKB w kolejnych kwartałach.— Mateusz Morawiecki (@MorawieckiM) 31 maja 2019",Mateusz Morawiecki,Prawda
Polska Grupa Zbrojeniowa uzyskała dodatni wynik finansowy za rok ubiegły.,Mariusz Błaszczak,Prawda
"Listy (Koalicji Europejskiej) były ułożone tak, że było 50 na 50 (kobiet i mężczyzn – przyp. Demagog)",Bartosz Arłukowicz,Prawda
https://www.facebook.com/1167071973306679/posts/3191671527513370/,Joanna Augustynowska,Fałsz
"Wie pan co mnie cieszy? Ja wychowałem się w Darłowie. I mnie najbardziej cieszy, że Koszalinie – to miasto tuż obok, sąsiednie, duże – dostałem więcej głosów niż cała lista PiS-u.",Bartosz Arłukowicz,Prawda
Przypomnijmy. Platforma jak kończyła swoją władzę skróciła okres przedawnień przestępstw – w tym zgwałcenia małoletnich.,Patryk Jaki,Manipulacja
"Program (likwidacji azbestu – przyp. Demagog) ustanowiony został chyba w 2003 r. i przewidywał likwidację całkowicie azbestu do 2032 r. Natomiast gdy zajrzałem do raportu Najwyższej Izby Kontroli, który był ogłoszony w 2016 r., a oceniał realizację tego programu za lata 2009–2014, to Najwyższa Izba Kontroli oceniła realizację tego programu absolutnie negatywnie, wskazując, że jeśli działalibyśmy w takim tempie, w jakim wówczas usuwano azbest, potrzebowalibyśmy jeszcze 200 lat, a nie okresu do 2032 r.",Henryk Kowalczyk,Prawda
(O żołnierzach amerykańskich w Niemczech – przyp.): Tam jest ich chyba z 35 tysięcy w tej chwili.,Paweł Kukiz,Prawda
"W Konstytucji dla nauki umieściliśmy taki algorytm, który gwarantuje coroczny, systematyczny, chociaż być może niezbyt imponujący wzrost nakładów na naukę i szkolnictwo wyższe w stosunku do PKB.",Jarosław Gowin,Prawda
"Ja nie chcę mieć już prezydenta, który skakał po fotelach w parlamencie, a był taki prezydent w Polsce.",Michał Wójcik,Fałsz
"Szacuje się, że w 2018 r. ogłoszono 6552 upadłości konsumenckie, przy czym wniosków o ogłoszenie takiej upadłości wpłynęło przeszło 12 tys. Widzimy postęp, ponieważ w 2014 r. odnotowano zaledwie 31 upadłości przy 300 wnioskach.",Marcin Warchoł,Prawda
"Ubiegłoroczny eksport, ok. 30 mld euro samej produkcji rolno-spożywczej, pokazuje, że jesteśmy coraz bardziej liczącym się udziałowcem, uczestnikiem tej międzynarodowej również gry, jaka się toczy.",Jan Krzysztof Ardanowski,Prawda
"Polska, wbrew pozorom, nie dysponuje dużą ilością zasobów wodnych, w tej kwestii mamy podobny potencjał do potencjału Egiptu (…) który leży przecież w Afryce, a statystycznie na mieszkańca Europy przypada 4600 m3, zaś na statystycznego Polaka, mieszkańca Polski – tylko 1600 m3 na rok.",Jan Łopata,Manipulacja
"Według badań CBOS-u we wrześniu 2018 r. 67 (procent – przyp. Demagog) Polaków uważało, że nowy system edukacji jest lepszy od poprzedniego.",Teresa Wargocka,Prawda
Opinia publiczna (…) nie akceptuje żywności modyfikowanej genetycznie.,Mirosław Maliszewski,Nieweryfikowalne
"Konwencja o prawach dziecka mówi wyraźnie: klaps to przemoc, to bicie.",Sylwia Spurek,Prawda
"W 2014 r. mieliśmy w skali kraju 218 tys. pielęgniarek, natomiast teraz mamy 233 tys. pielęgniarek.",Józefa Szczurek-Żelazko,Prawda
Udział płac w PKB w Polsce jest niższy niż średnia europejska.,Adrian Zandberg,Prawda
"Najbardziej drożeją produkty pierwszej potrzeby, takie jak żywność. Według ostatnich danych GUS warzywa – 22%, cukier – 20%, wieprzowina – 12%, mąka – 10%, pieczywo – 9%.",Paulina Hennig-Kloska,Prawda
"Czesi od iluś lat nie maja deficytu, Niemcy nie mają deficytu.",Grzegorz Długi,Prawda
Prawie 30 mld zł przeznaczyliśmy na spłatę zadłużenia w ubiegłym roku.,Paweł Grabowski,Prawda
Po raz pierwszy od 10 lat zmniejszyła się liczba osób niepełnosprawnych zatrudnionych w służbie cywilnej.,Sławomir Jan Piechota,Fałsz
"Między 2015 r. a 2019 r. podwoiliście budżet IPN-u, z 200 mln na 400 mln.",Michał Szczerba,Fałsz
"Deficyt budżetowy za 2018 r. wyniósł 10,4 mld i był niższy w stosunku do planu o 31 mld zł.",Andrzej Szlachta,Prawda
"W 2018 r. Polska otrzymała z budżetu Unii Europejskiej środki w wysokości 66,3 mld zł, natomiast do budżetu Unii Europejskiej wpłaciła 18,7 mld.",Andrzej Szlachta,Prawda
"Ekonomicznym wyróżnikiem budżetu za 2018 r. był najniższy w historii kilkunastu ostatnich lat poziom deficytu budżetu państwa, który zmniejszył się z 1,3% PKB w 2017 r. do dotąd najniższego: 0,5% PKB w 2018 r.",Andrzej Szlachta,Prawda
"Uchodźcą zgodnie z prawem międzynarodowym jest ten, który opuszcza swoje miejsce zamieszkania w wyniku jakiegoś konfliktu, klęski żywiołowej i tak dalej i w pierwszym bezpiecznym miejscu tam się staje uchodźcą. Cała reszta to już, niestety, ale mówimy zgodnie z prawem o migracji i migrantach.",Michał Woś,Fałsz
Skandynawia jest jednym z najbardziej bezpiecznych krajów na świecie,Robert Biedroń,Fałsz
"Wojewódzki Sąd Administracyjny i Naczelny Sąd Administracyjny, rozstrzygając wniosek pani poseł (Kamili Gasiuk-Pihowicz – przyp. Demagog), kompletnie pominął brzmienie przepisu ustawy o KRS, który wskazuje, że informacje, o które wnioskowała pani poseł, nie są upubliczniane.",Sebastian Kaleta,Fałsz
Administracja publiczna nie radzi sobie z obsługą lawinowo rosnącej liczby cudzoziemców przyjeżdżających do Polski. Czas legalizacji ich pobytu w ciągu czterech lat wydłużył się ponad trzykrotnie – z 64 do 206 dni.,Krzysztof Kwiatkowski,Prawda
Populacja osadzonych w Polsce to jest ponad 70 tys. osób.,Sebastian Kaleta,Prawda
"Drugim ważnym parametrem wzrostu był wzrost PKB w cenach stałych. Wyniósł on 5,1% wobec planowanych 3,8%. Był on zarazem o 3,1 punktu procentowego wyższy niż w Unii Europejskiej, gdzie wyniósł w tym czasie 2%. Był również o 1,5 punktu procentowego wyższy od światowego wzrostu PKB wynoszącego 3,6%",Andrzej Szlachta,Prawda
"Według metodologii unijnej deficyt sektora finansów publicznych zmniejszył się z 1,5% PKB do 0,4% PKB w roku 2018. Dług publiczny liczony według tej metodologii obniżył się z poziomu 50,6% PKB do 48,9% PKB. Warto wspomnieć, że deficyt tego sektora w 2010 r. wyniósł 5,9% PKB, a dług publiczny wyniósł 55% PKB. Deficyt sektora instytucji rządowych i samorządowych w 2010 r. wyniósł ponad 111 mld zł, a sektora instytucji rządowych – ok. 84 mld zł, wobec 10,4 mld w roku 2018.",Andrzej Szlachta,Prawda
"W porównaniu z 2017 r. odsetek ubóstwa wzrósł w Polsce o 25%. To są dane, które podał Główny Urząd Statystyczny.",Borys Budka,Manipulacja
"W Polsce po roku 2015, kiedy język publiczny zaczął być bardziej agresywny, za tym stoi przyzwolenie na ataki, ksenofobię, brak szacunku dla różnych mniejszości, wzrost przemocy w Polsce to jest około 30%.",Joanna Kluzik-Rostkowska,Fałsz
Nigdy nie było 1% budżetu na kulturę. Nam się udało już w pierwszym roku zwiększyć ponad 1%.,Piotr Gliński,Manipulacja
"Światowa Organizacja Zdrowia przewiduje pięć kategorii potencjalnie kancerogennych czynników. 2B, w której znajduje się właśnie pole elektromagnetyczne, jest najlżejszą z nich. Znajduje się tam ponad 300 innych czynników, są tam niklowane kolczyki, jest aloes, jest talk dla dzieci. Światowa Organizacja Zdrowia jako potencjalnie bardziej rakotwórcze wskazuje chociażby czerwone mięso czy kawę.",Wanda Buk,Prawda
Już ponad 1 mln użytkowników w Korei Południowej ma dzisiaj możliwość korzystania z sieci 5G. W kilkunastu miastach Stanów Zjednoczonych również jest ta możliwość. (…) Dzisiaj sieć piątej generacji jest wprowadzana w Szwajcarii.,Wanda Buk,Prawda
"Deficyt budżetowy (w czasie rządów PO-PSL – przyp. Demagog) bywał ogromny wręcz, bo to nawet był jeden rok, kiedy to było prawie 8% produktu krajowego deficytu.",Marcin Horała,Fałsz
"W kwietniu zapytałem premiera Morawieckiego i Ministerstwo Pracy o przyczyny ogromnej #katastrofademograficzna w 2018 r. (nigdy od 1945 nie umarło w ciągu jednego roku tylu Polaków co w 2018).Od 4 miesięcy nie potrafią odpowiedzieć😞#uzdrowićPolskę pic.twitter.com/EkKcXH6HXI— Krzysztof Brejza – Biuro Senatorskie (@KrzysztofBrejza) August 19, 2019",Krzysztof Brejza,Prawda
W statystykach PKP lawinowo rosną opóźnienia pociągów.,Bartłomiej Sienkiewicz,Manipulacja
"#Morawiecki hucznie ogłosił utworzenie funduszu modernizacji placówek służby zdrowia i… zaplanował na nią o miliard zł mniej niż na samoloty dla VIP-ów‼️ #PriorytetyPiS #PiSancjum #JutroMożeByćLepsze #JutroMożeByćLepiej— Andrzej Rzońca (@andrzej_rzonca) September 7, 2019",Andrzej Rzońca,Prawda
"Raport NIK stwierdza jasno, że w latach 2008-2015 nie podejmowano działań, które mogłyby doprowadzić do uszczelnienia luki w podatku VAT.",Łukasz Schreiber,Fałsz
W 2011 roku przegrywaliśmy 11 punktami 5 tygodni przed wyborami.,Grzegorz Schetyna,Fałsz
"Myśmy przed wyborami, ale także i w trakcie kadencji, wiele obiecali. (…) Przynajmniej miażdżąca większość tych obietnic, została wykonana.",Jarosław Kaczyński,Fałsz
"To skażenie (związane z awarią oczyszczalni ścieków “Czajka” – przyp. Demagog), już jak wiemy z doniesień medialnych, dotarło również do Zatoki Bałtyckiej, co potwierdzają badania epidemiologiczne.",Kacper Płażyński,Fałsz
"Przez 25 lat pokazywaliście nam, politykom, że ta liczba stron ustaw co roku wzrasta. No otóż chcę powiedzieć, że w 2018 roku po raz pierwszy, spadła z 31 tysięcy stron, na około 15 tysięcy, czyli o około połowę.",Mateusz Morawiecki,Manipulacja
"W tym roku obchodzimy 30-lecie Konwencji o Prawach Dziecka, której Polska była inicjatorem.",Andrzej Duda,Prawda
"Jak oddawaliśmy władzę, jeszcze przez rok jak rządziło Prawo i Sprawiedliwość, wiek emerytalny dla rolników był 55 lat dla kobiet, 60 dla mężczyzn. Po roku PiS zmienił przepisy i podniósł wiek emerytalny dla kobiet do 60 lat, a dla mężczyzn do 65 lat.",Paweł Bejda,Fałsz
"Jest (Konwencja o prawach dziecka – przyp. Demagog) uniwersalnym i historycznie pierwszym międzynarodowym dokumentem, który dotyczy tylko i wyłącznie dzieci.",Andrzej Duda,Manipulacja
W czerwcu 2019 roku z inicjatywy Polski Rada Bezpieczeństwa przyjęła jednogłośnie pierwsza w historii rezolucję poświęcona osobom z niepełnosprawnościami w konfliktach zbrojnych.,Andrzej Duda,Prawda
"Podczas lipcowej sesji Forum Politycznego Wysokiego Szczebla odnotowaliśmy znaczny postęp w realizacji Agendy 2030 i jej celów. Dyskusja wykazała jednak, że w odniesieniu do wielu z celów ich implementacja pozostaje opóźniona. Potwierdza to raport Sekretarza Generalnego ONZ, który konstatuje, że wśród zagrożonych znajduje się cel 4, dotyczący edukacji.",Andrzej Duda,Manipulacja
"CIT na początku naszej kadencji wynosił 19 procent, dziś wynosi 9 procent.",Michał Dworczyk,Prawda
Podczas organizowanej w Katowicach Konferencji COP24 w grudniu zeszłego roku przyjęto Reguły Katowickie – Katowice Rulebook. Konferencja klimatyczna COP24 miała stworzyć „instrukcję obsługi” mówiącą w jaki sposób założenia Porozumienia Paryskiego należy wprowadzić w życie. I to nam się udało.,Andrzej Duda,Prawda
"20 milionów ton (węgla – przyp.) w ubiegłym roku z zagranicy sprowadzane do Polski. (…) Nie tylko ruski węgiel, ale już nawet do Mozambiku sięgacie i stamtąd czerpiecie węgiel.",Władysław Kosiniak-Kamysz,Prawda
Wy (PiS – przyp. Demagog) postulowaliście podniesienie kwoty wolnej i oczywiście tej kwoty wolnej nie podnieśliście.,Krzysztof Bosak,Fałsz
"Kiedy oddawaliśmy rządy w Polsce, to miks energetyczny wyglądał w taki sposób, że odnawialne źródła energii stanowiły w nim prawie 14%. Dzisiaj to jest 11%.",Izabela Leszczyna,Manipulacja
Wzrosła liczba miejsc na studiach medycznych z ponad 6 tysięcy do prawie 10 tysięcy.,Marcin Horała,Manipulacja
"To właśnie my w 2014 roku uruchomiliśmy 4 nowe wydziały lekarskie, w Kielcach, w Opolu, w Zielonej Górze i w Rzeszowie.",Izabela Leszczyna,Manipulacja
Liczba placówek tego rodzaju (żłobków i klubów dziecięcych – przyp. Demagog) wzrosła z 3 tysięcy do 5 tysięcy.,Marcin Horała,Fałsz
"Wiecie państwo za co faktycznie dostaliśmy jedyny wyrok (TSUE – przyp. Demagog), jaki dostaliśmy w tych latach? Za brak polityki antysmogowej za rządów PO-PSL.",Marcin Horała,Fałsz
Według czasopisma Lancet (polska służba zdrowia – przyp.) jest na 23 miejscu na 28 krajów europejskich.,Władysław Kosiniak-Kamysz,Manipulacja
"Liczba miejsc w tych formach opieki, w żłobkach oraz innych formach opieki do 3 lat, wzrosła ponad dwukrotnie w Polsce.",Marcin Horała,Fałsz
"Główne założenia z Planu Morawieckiego to były wzrost inwestycji. (…) Zakładaliście wzrost inwestycji do poziomu 25%, mamy zaledwie 18%",Krzysztof Bosak,Prawda
"Rząd PiSu (…) nie zmienił żadnego przepisu w ustawie o in vitro. Nie zmienił nic w etyce in vitro. (…) Rząd PiS pozbawił finansowania in vitro osoby, które na to nie stać.",Władysław Kosiniak-Kamysz,Prawda
W 2011 r. Polska Jest Najważniejsza proponowała program 400 złotych na każde dziecko.,Paweł Poncyljusz,Prawda
"61% wyborców, którzy poszli głosować, to jest najlepszy wynik od 1989 roku. Nie było nigdy w historii tak dużej frekwencji.",Michał Dworczyk,Prawda
"Zapowiadaliście (PO – przyp.) połączenie Polski i Ukrainy autostradą A4 do mistrzostw Europy w 2012 r., a nie stało się to nawet do mistrzostw Europy we Francji w 2016 r.",Rafał Weber,Manipulacja
Dróg ekspresowych mamy dzisiaj 2214 kilometrów (…) w stosunku do 6000 kilometrów zakładanych.,Andrzej Adamczyk,Prawda
"Jeżeli uważamy, że czyny niegodne wobec małoletnich o charakterze seksualnym są karane i powinny być karane, to również propagowanie takich czynów powinno być karane. Do tego zmierza ten projekt obywatelski, a nie do zakazu edukacji.",Jarosław Sellin,Manipulacja
"Na osobę w Polsce przypada tylko 28,2 m kw. mieszkania. To czwarty najgorszy wynik w gronie 28 przebadanych krajów. Średnia europejska to bez mała 40 metrów. Przy obecnym tempie nadrabiania zaległości dotarcie do tej średniej zajmie nam ponad 28 lat.",Janusz Piechociński,Nieweryfikowalne
"Według Pew Research Center 57 procent Polaków uważa, że ich dzieciom będzie żyło się bardziej dostatnie. To wynik zdecydowanie lepszy niż w społeczeństwach Francji, Włoch, Szwecji czy Wielkiej Brytanii.",Mateusz Morawiecki,Prawda
"W 2012 r. – co jest bardzo istotne – udział rosyjskiej ropy w całości importu wynosił ok. 95,5%, w roku 2018 było to już 77,3%, natomiast w maju bieżącego roku 51,3%.",Krzysztof Kubów,Prawda
"Przy okazji trzeba też zaznaczyć, że liczba adopcji w Polsce, która utrzymywała się na podobnym poziomie w ostatnich latach, niestety od kilku lat systematycznie maleje. W stosunku do roku 2015 poziom adopcji spadł i w roku 2018 spadek wyniósł blisko 21%.",Krzysztof Paszyk,Prawda
"Przemoc wobec dzieci jest nadal poważnym problemem. 72% dzieci w Polsce doznało jakiejś formy krzywdzenia, z czego 41% proc. ze strony bliskich dorosłych, a 57% przemocy rówieśniczej.",Paweł Rabiej,Prawda
Zaległość (spraw w Izbie Dyscyplinarnej SN – przyp. Demagog) na 2019 wynosi 117 spraw.,Krzysztof Paszyk,Prawda
"Pan minister Ziobro tak się chwalił Izbą Dyscyplinarną, która miała być szybsza i sprawniejsza niż jeden z wydziałów Izby Karnej, wcześniej zajmującej się sprawami dyscyplinarnymi. Podsumowując pracę tej izby w 2018 r. Spraw do rozpoznania było 145, a ile spośród nich załatwiono? Rozpoznano zaledwie 28 spraw, czyli 19%.",Krzysztof Paszyk,Fałsz
"W najnowszym programie wyborczym PiS, na stronie 48, prezes NIK przedstawiony jest jako wzorzec urzędnika państwowego.",Cezary Tomczyk,Prawda
"To jest największe zwycięstwo w historii Polski. Powiększyliśmy przecież nasze poparcie o 2,5 mln głosów, nikt tego nie dokonał. Platforma, Donald Tusk jak wygrał to miał 202 posłów i miał koło 5 mln głosów. Żadne inne ugrupowania nie zbliżyło się nawet do 7 mln.",Michał Woś,Fałsz
"Następna izba, z której z kolei dumny jak paw był prezydent Andrzej Duda, to Izba Kontroli Nadzwyczajnej i Spraw Publicznych. W 2018 r. wpłynęły do niej 293 sprawy, rozpoznano 81 z nich, czyli niecałe 28%. Zaległość na 2019 r. wynosi 212 spraw.",Krzysztof Paszyk,Prawda
Przez cztery lata Polska była najszybciej rozwijającym się krajem w Unii Europejskiej.,Jarosław Gowin,Fałsz
"Liczba lekarzy, którym w danym roku wydano zaświadczenie [potrzebne do pracy lekarskiej zagranicą], spada z 1 tys. do około 400 w 2019 roku. To pokazuje trendy. Coraz mniej lekarzy wyjeżdża, a coraz więcej pracuje w Polsce.",Łukasz Szumowski,Manipulacja
"Nie-wy-o-bra-żal-ne…Europosłowie PiS odmówili wsparcia rezolucji Parlamentu Europejskiego potępiającej plany karania w Ugandzie homoseksualizmu KARĄ ŚMIERCI???To nawet nie jest inna cywilizacja.To anty-cywilizacja. https://t.co/6PtrZGHtdk— Marcin Bosacki (@MarcinBosacki) October 27, 2019",Marcin Bosacki,Manipulacja
"Po raz pierwszy po 1989 roku jakiś obóz polityczny nie tylko rządzi kolejną kadencję, ale ponownie zdobył samodzielną większość.",Jarosław Gowin,Prawda
"Wg @GUS_STAT wydatki na B+R wzrosły w 2018 roku o 24,6%, do poziomu 1,21% PKB, zwiększył się też udział sektora przedsiębiorstw. To historyczny poziom, nieosiągalny do tej pory dla polskiej gospodarki. Te miliardy wydane na badania pozwolą nam zbudować gospodarkę przyszłości.— Mateusz Morawiecki (@MorawieckiM) October 30, 2019",Mateusz Morawiecki,Prawda
"Na polskich drogach przez pijanych zginęło w zeszłym roku 370 osób, a ponad 3 tysiące zostało rannych.",Władysław Kosiniak-Kamysz,Manipulacja
Rodzi się około 40 do 50 tysięcy dzieciaczków więcej rocznie niż GUS planował cztery lata temu.,Mateusz Morawiecki,Prawda
Pierwszy raz po ‘89 r. trzeba czekać miesiąc od dnia wyborów do pierwszego posiedzenia Senatu.,Krzysztof Kwiatkowski,Fałsz
W ciągu ostatnich czterech lat liczba pracujących lekarzy zwiększyła się o około 11 tys.,Łukasz Szumowski,Prawda
"Polska przechodzi go (spowolnienie gospodarcze) stopniowo suchą stopą, bo przypomnijmy: Niemcy 0,4 wzrost PKB w tym roku, my 4,5.",Jadwiga Emilewicz,Manipulacja
W ciągu ostatnich czterech lat liczba pracujących pielęgniarek i położnych zwiększyła się o niemal 20 tys.,Łukasz Szumowski,Fałsz
"Na 100 Szwajcarów przypada około 24 sztuki broni. W tym automatycznej. W Polsce 1,5 sztuk broni na 100 mieszkańców.",Michał Urbaniak,Fałsz
Dzisiaj w Polsce prawie dwa miliony ludzi żyje za 19 złotych dziennie.,Krzysztof Gawkowski,Prawda
"Z ostatnich badań wychodzi na to, że 9 na 10 badanych we Francji ocenia źle albo bardzo źle politykę, którą prowadzi prezydent Macron.",Krzysztof Sobolewski,Fałsz
"Wbrew obiegowym sądom liczba dzieci żyjących w skrajnym ubóstwie rośnie (z 325 tys. w roku 2017 do 417 tys. rok później . W 2018 roku w skrajnym ubóstwie żyło w Polsce prawie pół miliona dzieci.— Janusz Piechociński (@Piechocinski) November 30, 2019",Janusz Piechociński,Prawda
"Stężenie gazów cieplarnianych w atmosferze Ziemi stale rośnie i osiągnęło w 2018 roku rekordowy poziom – wynika z danych Światowej Organizacji Meteorologicznej (WMO).— Janusz Piechociński (@Piechocinski) November 30, 2019",Janusz Piechociński,Prawda
